"numGeoids","profile","category","variable","base","estimate","moe","cv","percent","percent_moe","is_reliable","comparison_estimate","comparison_moe","comparison_cv","comparison_percent","comparison_percent_moe","comparison_is_reliable","difference_estimate","difference_moe","difference_reliable","difference_percent","difference_percent_moe","difference_percent_reliable"
"","demographic","poppyramid_only","mpop70t74","Pop","1248","266.101484400219","12.9618445756478","0.00960177263494799","0.0020376058262685","true","119097","2119","1.1","0.014","0","true","-117849","2135.6429945100845","true","-0.4398227365052012","0.20376058262684998","false"
"","demographic","poppyramid_only","mpop75t79","Pop","838","197.002538054716","14.2909763479929","0.00644734412506924","0.00150977488020377","true","86722","1618","1.1","0.01","0","true","-85884","1629.949078959217","true","-0.3552655874930759","0.150977488020377","false"
"","demographic","poppyramid_only","mpop80t84","Pop","700","195.685972926012","16.9940054646993","0.00538560965101249","0.00150140616246408","true","57753","1509","1.6","0.007","0","true","-57053","1521.6353045325939","true","-0.1614390348987511","0.150140616246408","false"
"","demographic","poppyramid_only","mpop85pl","Pop","230","96.0208310732624","25.3788373393055","0.00176955745676125","0.000737846122473547","false","52749","1354","1.6","0.006","0","true","-52519","1357.4004567554853","true","-0.42304425432387494","0.0737846122473547","true"
"","demographic","poppyramid_only","pop","Pop","129976","2695.49030790318","1.26069115210196","1","0","true","8443713","0","0","1","0","true","-8313737","2695.49030790318","true","0","0",""
"","demographic","sex_and_age","fem","Pop_1","65452","1744.25944171158","1.62002702155298","0.503569889825814","0.00842803496011721","true","4418616","268","0","0.523","0","true","-4353164","1764.7280243708922","true","-1.9430110174186055","0.8428034960117211","false"
"","demographic","sex_and_age","male","Pop_1","64524","1752.68080379743","1.65126070174819","0.496430110174186","0.00870894008749765","true","4025097","268","0","0.477","0","true","-3960573","1773.0521706932386","true","1.9430110174186055","0.870894008749765","false"
"","demographic","sex_and_age","mdage","median","30.73868949147666","0.4275767790049171","0.84559588557633","","","true","36.5","0.1","0.2","","","true","-5.761310508523341","0.43911490744931414","true","","",""
"","demographic","sex_and_age","pop10t14","Pop_1","7044","612.413259164104","5.2851745533857","0.0541946205453314","0.0045757332429182","true","464704","3300","0.4","0.055","0","true","-457660","3356.3447379552654","true","-0.08053794546686","0.45757332429181996","false"
"","demographic","sex_and_age","pop15t19","Pop_1","6928","654.480710181744","5.74279177384881","0.0533021480888779","0.00491256660898042","true","455674","405","0.1","0.054","0","true","-448746","769.6557672102509","true","-0.06978519111221004","0.491256660898042","false"
"","demographic","sex_and_age","pop20t24","Pop_1","13977","984.459242427029","4.28171615168484","0.107535237274574","0.00723840833053146","true","571401","453","0","0.068","0","true","-557424","1083.6830717511461","true","3.953523727457398","0.723840833053146","true"
"","demographic","sex_and_age","pop25t29","Pop_1","19635","1018.79929328597","3.15421888147437","0.1510663507109","0.00718506008311398","true","785805","271","0","0.093","0","true","-766170","1054.226256550268","true","5.806635071089998","0.718506008311398","true"
"","demographic","sex_and_age","pop30t34","Pop_1","13903","813.395967533648","3.55653911931998","0.106965901397181","0.00585169286799432","true","718474","335","0","0.085","0","true","-704571","879.6806238630014","true","2.1965901397181007","0.585169286799432","true"
"","demographic","sex_and_age","pop35t39","Pop_1","9938","660.803299023242","4.04210236611821","0.0764602695882317","0.00483043993607706","true","610524","4398","0.4","0.072","0.001","true","-600586","4447.366074431022","true","0.44602695882317","0.49328642770755565","false"
"","demographic","sex_and_age","pop40t44","Pop_1","7728","600.354062199965","4.72252687263592","0.0594571305471779","0.00445133715379144","true","545892","4362","0.5","0.065","0.001","true","-538164","4403.120370827943","true","-0.5542869452822101","0.4562280400931543","false"
"","demographic","sex_and_age","pop45t49","Pop_1","6382","557.484528933315","5.31019069527151","0.0491013725610882","0.0041665062812721","true","542513","317","0","0.064","0","true","-536131","641.3095976203695","true","-1.4898627438911802","0.41665062812721","true"
"","demographic","sex_and_age","pop50t54","Pop_1","6712","563.311636663046","5.10188743893844","0.051640302825137","0.00419956698396805","true","544447","267","0","0.064","0","true","-537735","623.3851137138258","true","-1.2359697174863005","0.41995669839680505","false"
"","demographic","sex_and_age","pop55t59","Pop_1","5912","554.401479074506","5.70064573290228","0.045485320366837","0.00415980286442501","true","515825","3495","0.4","0.061","0","true","-509913","3538.6983482631013","true","-1.5514679633162993","0.41598028644250096","true"
"","demographic","sex_and_age","pop5t9","Pop_1","7478","651.303308758677","5.29458495687595","0.0575336985289592","0.00486682713242272","true","476567","3308","0.4","0.056","0","true","-469089","3371.5070814103296","true","0.15336985289591887","0.486682713242272","false"
"","demographic","sex_and_age","pop60t64","Pop_1","4589","470.243553916479","6.22929489663042","0.0353065181264233","0.0035430597642271","true","470657","3485","0.5","0.056","0","true","-466068","3516.5827162175497","true","-2.069348187357671","0.35430597642271","true"
"","demographic","sex_and_age","pop65pl1","Pop_1","11878","654.285870243275","3.34856179795128","0.0913861020496092","0.00466351224184919","true","1189361","179","0","0.141","0","true","-1177483","678.3295659191037","true","-4.961389795039077","0.466351224184919","true"
"","demographic","sex_and_age","pop65pl2","Pop65pl2","11878","654.285870243275","3.34856179795128","1","0","true","1189361","179","0","1","0","true","-1177483","678.3295659191037","true","0","0",""
"","demographic","sex_and_age","pop65plf","Pop65pl2","7242","502.92941850721","4.22165381531752","0.609698602458326","0.0257848871584886","true","703062","98","0","0.591","0","true","-695820","512.3885244616632","true","1.869860245832605","2.57848871584886","false"
"","demographic","sex_and_age","pop65plm","Pop65pl2","4636","449.419625739687","5.89308498495567","0.390301397541674","0.0311346435401716","true","486299","131","0","0.409","0","true","-481663","468.1228471245559","true","-1.869860245832598","3.11346435401716","false"
"","demographic","sex_and_age","pop65t69","Pop_1","3883","427.603788570681","6.69434748413404","0.0298747461069736","0.00323100295604385","true","384622","3868","0.6","0.046","0","true","-380739","3891.5638244798197","true","-1.6125253893026397","0.323100295604385","true"
"","demographic","sex_and_age","pop70t74","Pop_1","3162","409.538764953942","7.87348942233748","0.0243275681664307","0.00311022661965898","true","280196","3421","0.7","0.033","0","true","-277034","3445.426388707209","true","-0.8672431833569303","0.311022661965898","false"
"","demographic","sex_and_age","pop75t79","Pop_1","2010","291.08418026406","8.80352584385248","0.0154643934264787","0.00221644053056314","true","211102","2454","0.7","0.025","0","true","-209092","2471.203350596628","true","-0.95356065735213","0.221644053056314","true"
"","demographic","sex_and_age","pop80t84","Pop_1","1769","305.276923464582","10.4905979015356","0.0136102049609159","0.00233169627501902","true","148988","2294","0.9","0.018","0","true","-147219","2314.223411859797","true","-0.4389795039084099","0.233169627501902","false"
"","demographic","sex_and_age","pop85pl","Pop_1","1054","214.44113411377","12.3680599663041","0.00810918938881024","0.0016412584398504","true","164453","2242","0.8","0.019","0","true","-163399","2252.2320040351083","true","-1.0890810611189758","0.16412584398504002","true"
"","demographic","sex_and_age","pop_1","Pop_1","129976","2695.49030790318","1.26069115210196","1","0","true","8443713","0","0","1","0","true","-8313737","2695.49030790318","true","0","0",""
"","demographic","sex_and_age","popu181","Pop_1","26703","1422.13149884249","3.23752997219668","0.205445620729981","0.0100778716141405","true","1766571","170","0","0.209","0","true","-1739868","1432.2562619866555","true","-0.35543792700190124","1.00778716141405","false"
"","demographic","sex_and_age","popu18_2","PopU18_2","26703","1422.13149884249","3.23752997219668","1","0","true","1766571","170","0","1","0","true","-1739868","1432.2562619866555","true","0","0",""
"","demographic","sex_and_age","popu18f","PopU18_2","12996","926.272638049943","4.33274600297844","0.486686889113583","0.0230526736008938","true","865584","268","0","0.49","0","true","-852588","964.2639680087609","true","-0.3313110886416979","2.30526736008938","false"
"","demographic","sex_and_age","popu18m","PopU18_2","13707","922.849933629515","4.09282118017712","0.513313110886417","0.0211430507832424","true","900987","291","0","0.51","0","true","-887280","967.6430126859804","true","0.3313110886416979","2.1143050783242403","false"
"","demographic","sex_and_age","popu5","Pop_1","7872","748.772328548538","5.78227574743416","0.0605650273896719","0.005622260629254","true","551869","129","0","0.065","0","true","-543997","759.8032640098355","true","-0.4434972610328103","0.5622260629254","false"
